bioguide_id,name,gender,type,state,district,party,start,end,days_in_office,overall_bills_sponsored,overall_pass_rate
M001194,John Moolenaar,M,rep,MI,4,Republican,2017-01-03,2019-01-03,730,5,0.2
D000624,Debbie Dingell,F,rep,MI,12,Democrat,2017-01-03,2019-01-03,730,25,0.0
L000581,Brenda Lawrence,F,rep,MI,14,Democrat,2017-01-03,2019-01-03,730,25,0.0
E000294,Tom Emmer,M,rep,MN,6,Republican,2017-01-03,2019-01-03,730,25,0.04
R000603,David Rouzer,M,rep,NC,7,Republican,2017-01-03,2019-01-03,730,11,0.0
W000822,Bonnie Watson Coleman,F,rep,NJ,12,Democrat,2017-01-03,2019-01-03,730,22,0.045454545454545456
Z000017,Lee Zeldin,M,rep,NY,1,Republican,2017-01-03,2019-01-03,730,31,0.0
R000602,Kathleen Rice,F,rep,NY,4,Democrat,2017-01-03,2019-01-03,730,23,0.0
S001196,Elise Stefanik,F,rep,NY,21,Republican,2017-01-03,2019-01-03,730,26,0.0
K000386,John Katko,M,rep,NY,24,Republican,2017-01-03,2019-01-03,730,30,0.1
B001296,Brendan Boyle,M,rep,PA,13,Democrat,2017-01-03,2019-01-03,730,26,0.038461538461538464
R000601,John Ratcliffe,M,rep,TX,4,Republican,2017-01-03,2019-01-03,730,17,0.058823529411764705
H001073,Will Hurd,M,rep,TX,23,Republican,2017-01-03,2019-01-03,730,13,0.07692307692307693
B001291,Brian Babin,M,rep,TX,36,Republican,2017-01-03,2019-01-03,730,22,0.0
B001292,Donald Beyer,M,rep,VA,8,Democrat,2017-01-03,2019-01-03,730,17,0.0
N000189,Dan Newhouse,M,rep,WA,4,Republican,2017-01-03,2019-01-03,730,27,0.037037037037037035
G000576,Glenn Grothman,M,rep,WI,6,Republican,2017-01-03,2019-01-03,730,23,0.0
M001195,Alex Mooney,M,rep,WV,2,Republican,2017-01-03,2019-01-03,730,16,0.0
W000819,Mark Walker,M,rep,NC,6,Republican,2017-01-03,2019-01-03,730,13,0.0
K000388,Trent Kelly,M,rep,MS,1,Republican,2017-01-03,2019-01-03,730,9,0.0
L000585,Darin LaHood,M,rep,IL,18,Republican,2017-01-03,2019-01-03,730,20,0.05
D000626,Warren Davidson,M,rep,OH,8,Republican,2017-01-03,2019-01-03,730,15,0.0
C001108,James Comer,M,rep,KY,1,Republican,2017-01-03,2019-01-03,730,5,0.0
E000296,Dwight Evans,M,rep,PA,2,Democrat,2017-01-03,2019-01-03,730,9,0.0
S001190,Bradley Schneider,M,rep,IL,10,Democrat,2017-01-03,2019-01-03,730,35,0.0
O000171,Tom O’Halleran,M,rep,AZ,1,Democrat,2017-01-03,2019-01-03,730,21,0.0
B001302,Andy Biggs,M,rep,AZ,5,Republican,2017-01-03,2019-01-03,730,32,0.0
K000389,Ro Khanna,M,rep,CA,17,Democrat,2017-01-03,2019-01-03,730,17,0.11764705882352941
P000613,Jimmy Panetta,M,rep,CA,20,Democrat,2017-01-03,2019-01-03,730,13,0.0
C001112,Salud Carbajal,M,rep,CA,24,Democrat,2017-01-03,2019-01-03,730,17,0.0
B001300,Nanette Barragán,F,rep,CA,44,Democrat,2017-01-03,2019-01-03,730,13,0.0
C001110,J. Correa,M,rep,CA,46,Democrat,2017-01-03,2019-01-03,730,21,0.047619047619047616
B001303,Lisa Blunt Rochester,F,rep,DE,0,Democrat,2017-01-03,2019-01-03,730,8,0.0
G000578,Matt Gaetz,M,rep,FL,1,Republican,2017-01-03,2019-01-03,730,13,0.0
D000628,Neal Dunn,M,rep,FL,2,Republican,2017-01-03,2019-01-03,730,16,0.0
R000609,John Rutherford,M,rep,FL,4,Republican,2017-01-03,2019-01-03,730,12,0.0
L000586,Al Lawson,M,rep,FL,5,Democrat,2017-01-03,2019-01-03,730,19,0.05263157894736842
M001202,Stephanie Murphy,F,rep,FL,7,Democrat,2017-01-03,2019-01-03,730,18,0.05555555555555555
S001200,Darren Soto,M,rep,FL,9,Democrat,2017-01-03,2019-01-03,730,34,0.058823529411764705
D000627,Val Demings,F,rep,FL,10,Democrat,2017-01-03,2019-01-03,730,9,0.0
C001111,Charlie Crist,M,rep,FL,13,Democrat,2017-01-03,2019-01-03,730,16,0.0
M001199,Brian Mast,M,rep,FL,18,Republican,2017-01-03,2019-01-03,730,20,0.05
R000607,Francis Rooney,M,rep,FL,19,Republican,2017-01-03,2019-01-03,730,21,0.047619047619047616
F000465,A. Ferguson,M,rep,GA,3,Republican,2017-01-03,2019-01-03,730,10,0.0
K000391,Raja Krishnamoorthi,M,rep,IL,8,Democrat,2017-01-03,2019-01-03,730,21,0.047619047619047616
B001299,Jim Banks,M,rep,IN,3,Republican,2017-01-03,2019-01-03,730,21,0.047619047619047616
H001074,Trey Hollingsworth,M,rep,IN,9,Republican,2017-01-03,2019-01-03,730,8,0.0
M001198,Roger Marshall,M,rep,KS,1,Republican,2017-01-03,2019-01-03,730,11,0.0
H001077,Clay Higgins,M,rep,LA,3,Republican,2017-01-03,2019-01-03,730,23,0.0
J000299,Mike Johnson,M,rep,LA,4,Republican,2017-01-03,2019-01-03,730,10,0.0
B001304,Anthony Brown,M,rep,MD,4,Democrat,2017-01-03,2019-01-03,730,26,0.038461538461538464
R000606,Jamie Raskin,M,rep,MD,8,Democrat,2017-01-03,2019-01-03,730,13,0.0
B001301,Jack Bergman,M,rep,MI,1,Republican,2017-01-03,2019-01-03,730,10,0.0
M001201,Paul Mitchell,M,rep,MI,10,Republican,2017-01-03,2019-01-03,730,9,0.1111111111111111
B001305,Ted Budd,M,rep,NC,13,Republican,2017-01-03,2019-01-03,730,31,0.0
B001298,Don Bacon,M,rep,NE,2,Republican,2017-01-03,2019-01-03,730,20,0.0
G000583,Josh Gottheimer,M,rep,NJ,5,Democrat,2017-01-03,2019-01-03,730,19,0.0
R000608,Jacky Rosen,F,rep,NV,3,Democrat,2017-01-03,2019-01-03,730,21,0.0
S001201,Thomas Suozzi,M,rep,NY,3,Democrat,2017-01-03,2019-01-03,730,10,0.0
E000297,Adriano Espaillat,M,rep,NY,13,Democrat,2017-01-03,2019-01-03,730,27,0.037037037037037035
F000466,Brian Fitzpatrick,M,rep,PA,8,Republican,2017-01-03,2019-01-03,730,32,0.0
S001199,Lloyd Smucker,M,rep,PA,16,Republican,2017-01-03,2019-01-03,730,13,0.0
K000392,David Kustoff,M,rep,TN,8,Republican,2017-01-03,2019-01-03,730,13,0.0
G000581,Vicente Gonzalez,M,rep,TX,15,Democrat,2017-01-03,2019-01-03,730,8,0.0
A000375,Jodey Arrington,M,rep,TX,19,Republican,2017-01-03,2019-01-03,730,10,0.1
M001200,A. McEachin,M,rep,VA,4,Democrat,2017-01-03,2019-01-03,730,20,0.0
J000298,Pramila Jayapal,F,rep,WA,7,Democrat,2017-01-03,2019-01-03,730,18,0.0
G000579,Mike Gallagher,M,rep,WI,8,Republican,2017-01-03,2019-01-03,730,19,0.05263157894736842
C001109,Liz Cheney,F,rep,WY,0,Republican,2017-01-03,2019-01-03,730,28,0.03571428571428571
E000298,Ron Estes,M,rep,KS,4,Republican,2017-04-25,2019-01-03,618,9,0.0
G000584,Greg Gianforte,M,rep,MT,0,Republican,2017-06-21,2019-01-03,561,15,0.06666666666666667
N000190,Ralph Norman,M,rep,SC,5,Republican,2017-06-26,2019-01-03,556,31,0.03225806451612903
G000585,Jimmy Gomez,M,rep,CA,34,Democrat,2017-07-11,2019-01-03,541,6,0.0
C001114,John Curtis,M,rep,UT,3,Republican,2017-11-13,2019-01-03,416,10,0.0
L000588,Conor Lamb,M,rep,PA,18,Democrat,2018-04-12,2019-01-03,266,7,0.0
L000589,Debbie Lesko,F,rep,AZ,8,Republican,2018-05-07,2019-01-03,241,3,0.0
C001115,Michael Cloud,M,rep,TX,27,Republican,2018-07-10,2019-01-03,177,0,
B001306,Troy Balderson,M,rep,OH,12,Republican,2018-09-05,2019-01-03,120,0,
H001082,Kevin Hern,M,rep,OK,1,Republican,2018-11-13,2019-01-03,51,0,
M001206,Joseph Morelle,M,rep,NY,25,Democrat,2018-11-13,2019-01-03,51,1,0.0
S001205,Mary Scanlon,F,rep,PA,7,Democrat,2018-11-13,2019-01-03,51,1,0.0
W000826,Susan Wild,F,rep,PA,15,Democrat,2018-11-27,2019-01-03,37,0,
M001197,Martha McSally,F,rep,AZ,2,Republican,2017-01-03,2019-01-03,730,28,0.0
P000602,Mike Pompeo,M,rep,KS,4,Republican,2017-01-03,2017-01-23,20,0,
B000287,Xavier Becerra,M,rep,CA,34,Democrat,2017-01-03,2017-01-24,21,0,
P000591,Tom Price,M,rep,GA,6,Republican,2017-01-03,2017-02-10,38,0,
M001182,Mick Mulvaney,M,rep,SC,5,Republican,2017-01-03,2017-02-16,44,0,
Z000018,Ryan Zinke,M,rep,MT,0,Republican,2017-01-03,2017-03-01,57,0,
C001076,Jason Chaffetz,M,rep,UT,3,Republican,2017-01-03,2017-06-30,178,20,0.0
M001151,Tim Murphy,M,rep,PA,18,Republican,2017-01-03,2017-10-21,291,5,0.0
C000714,John Conyers,M,rep,MI,13,Democrat,2017-01-03,2017-12-05,336,25,0.04
F000448,Trent Franks,M,rep,AZ,8,Republican,2017-01-03,2017-12-08,339,12,0.0
T000462,Patrick Tiberi,M,rep,OH,12,Republican,2017-01-03,2018-01-15,377,18,0.0
S000480,Louise Slaughter,F,rep,NY,25,Democrat,2017-01-03,2018-03-16,437,10,0.0
F000460,Blake Farenthold,M,rep,TX,27,Republican,2017-01-03,2018-04-06,458,16,0.0
M001181,Patrick Meehan,M,rep,PA,7,Republican,2017-01-03,2018-04-27,479,15,0.0
B001283,Jim Bridenstine,M,rep,OK,1,Republican,2017-01-03,2018-04-23,475,1,0.0
D000604,Charles Dent,M,rep,PA,15,Republican,2017-01-03,2018-05-12,494,10,0.0
D000621,Ron DeSantis,M,rep,FL,6,Republican,2017-01-03,2018-09-10,615,14,0.0
J000297,Evan Jenkins,M,rep,WV,3,Republican,2017-01-03,2018-09-30,635,12,0.08333333333333333
L000580,Michelle Lujan Grisham,F,rep,NM,1,Democrat,2017-01-03,2018-12-31,727,42,0.0
B001269,Lou Barletta,M,rep,PA,11,Republican,2017-01-03,2019-01-03,730,20,0.0
B000213,Joe Barton,M,rep,TX,6,Republican,2017-01-03,2019-01-03,730,7,0.14285714285714285
B001273,Diane Black,F,rep,TN,6,Republican,2017-01-03,2019-01-03,730,28,0.03571428571428571
B001227,Robert Brady,M,rep,PA,1,Democrat,2017-01-03,2019-01-03,730,7,0.0
C001037,Michael Capuano,M,rep,MA,7,Democrat,2017-01-03,2019-01-03,730,25,0.0
C001077,Mike Coffman,M,rep,CO,6,Republican,2017-01-03,2019-01-03,730,26,0.038461538461538464
C001038,Joseph Crowley,M,rep,NY,14,Democrat,2017-01-03,2019-01-03,730,46,0.021739130434782608
C001048,John Culberson,M,rep,TX,7,Republican,2017-01-03,2019-01-03,730,8,0.0
D000612,Jeff Denham,M,rep,CA,10,Republican,2017-01-03,2019-01-03,730,13,0.0
D000533,John Duncan,M,rep,TN,2,Republican,2017-01-03,2019-01-03,730,19,0.0
E000288,Keith Ellison,M,rep,MN,5,Democrat,2017-01-03,2019-01-03,730,42,0.0
F000372,Rodney Frelinghuysen,M,rep,NJ,11,Republican,2017-01-03,2019-01-03,730,18,0.2222222222222222
G000289,Bob Goodlatte,M,rep,VA,6,Republican,2017-01-03,2019-01-03,730,31,0.03225806451612903
G000566,Trey Gowdy,M,rep,SC,4,Republican,2017-01-03,2019-01-03,730,2,0.0
G000410,Gene Green,M,rep,TX,29,Democrat,2017-01-03,2019-01-03,730,14,0.07142857142857142
G000535,Luis Gutiérrez,M,rep,IL,4,Democrat,2017-01-03,2019-01-03,730,6,0.0
H001045,Gregg Harper,M,rep,MS,3,Republican,2017-01-03,2019-01-03,730,29,0.06896551724137931
H001036,Jeb Hensarling,M,rep,TX,5,Republican,2017-01-03,2019-01-03,730,3,0.0
H001059,Randy Hultgren,M,rep,IL,14,Republican,2017-01-03,2019-01-03,730,23,0.08695652173913043
I000056,Darrell Issa,M,rep,CA,49,Republican,2017-01-03,2019-01-03,730,36,0.027777777777777776
J000290,Lynn Jenkins,F,rep,KS,2,Republican,2017-01-03,2019-01-03,730,28,0.0
J000174,Sam Johnson,M,rep,TX,3,Republican,2017-01-03,2019-01-03,730,42,0.07142857142857142
L000573,Raúl Labrador,M,rep,ID,1,Republican,2017-01-03,2019-01-03,730,9,0.1111111111111111
L000567,Leonard Lance,M,rep,NJ,7,Republican,2017-01-03,2019-01-03,730,26,0.038461538461538464
L000263,Sander Levin,M,rep,MI,9,Democrat,2017-01-03,2019-01-03,730,16,0.0
L000554,Frank LoBiondo,M,rep,NJ,2,Republican,2017-01-03,2019-01-03,730,8,0.125
N000184,Kristi Noem,F,rep,SD,0,Republican,2017-01-03,2019-01-03,730,34,0.0
P000594,Erik Paulsen,M,rep,MN,3,Republican,2017-01-03,2019-01-03,730,51,0.0
P000588,Stevan Pearce,M,rep,NM,2,Republican,2017-01-03,2019-01-03,730,23,0.0
P000592,Ted Poe,M,rep,TX,2,Republican,2017-01-03,2019-01-03,730,50,0.02
P000598,Jared Polis,M,rep,CO,2,Democrat,2017-01-03,2019-01-03,730,31,0.0
R000578,David Reichert,M,rep,WA,8,Republican,2017-01-03,2019-01-03,730,23,0.08695652173913043
R000586,James Renacci,M,rep,OH,16,Republican,2017-01-03,2019-01-03,730,21,0.047619047619047616
R000409,Dana Rohrabacher,M,rep,CA,48,Republican,2017-01-03,2019-01-03,730,16,0.0
R000592,Todd Rokita,M,rep,IN,4,Republican,2017-01-03,2019-01-03,730,21,0.047619047619047616
R000583,Thomas Rooney,M,rep,FL,17,Republican,2017-01-03,2019-01-03,730,9,0.0
R000435,Ileana Ros-Lehtinen,F,rep,FL,27,Republican,2017-01-03,2019-01-03,730,24,0.08333333333333333
R000580,Peter Roskam,M,rep,IL,6,Republican,2017-01-03,2019-01-03,730,20,0.0
R000593,Dennis Ross,M,rep,FL,15,Republican,2017-01-03,2019-01-03,730,23,0.0
R000487,Edward Royce,M,rep,CA,39,Republican,2017-01-03,2019-01-03,730,34,0.08823529411764706
R000570,Paul Ryan,M,rep,WI,1,Republican,2017-01-03,2019-01-03,730,2,0.0
S000250,Pete Sessions,M,rep,TX,32,Republican,2017-01-03,2019-01-03,730,39,0.0
S001154,Bill Shuster,M,rep,PA,9,Republican,2017-01-03,2019-01-03,730,11,0.09090909090909091
S000583,Lamar Smith,M,rep,TX,21,Republican,2017-01-03,2019-01-03,730,13,0.07692307692307693
T000465,Niki Tsongas,F,rep,MA,3,Democrat,2017-01-03,2019-01-03,730,5,0.2
W000799,Timothy Walz,M,rep,MN,1,Democrat,2017-01-03,2019-01-03,730,12,0.16666666666666666
Y000063,Kevin Yoder,M,rep,KS,3,Republican,2017-01-03,2019-01-03,730,7,0.0
V000129,David Valadao,M,rep,CA,21,Republican,2017-01-03,2019-01-03,730,6,0.16666666666666666
E000293,Elizabeth Esty,F,rep,CT,5,Democrat,2017-01-03,2019-01-03,730,29,0.034482758620689655
M001189,Luke Messer,M,rep,IN,6,Republican,2017-01-03,2019-01-03,730,40,0.0
D000620,John Delaney,M,rep,MD,6,Democrat,2017-01-03,2019-01-03,730,21,0.0
N000127,Richard Nolan,M,rep,MN,8,Democrat,2017-01-03,2019-01-03,730,31,0.0
P000606,Robert Pittenger,M,rep,NC,9,Republican,2017-01-03,2019-01-03,730,14,0.0
R000598,Keith Rothfus,M,rep,PA,12,Republican,2017-01-03,2019-01-03,730,18,0.05555555555555555
O000170,Beto O’Rourke,M,rep,TX,16,Democrat,2017-01-03,2019-01-03,730,27,0.0
S000051,Marshall Sanford,M,rep,SC,1,Republican,2017-01-03,2019-01-03,730,14,0.0
B001290,David Brat,M,rep,VA,7,Republican,2017-01-03,2019-01-03,730,28,0.0
K000387,Steve Knight,M,rep,CA,25,Republican,2017-01-03,2019-01-03,730,30,0.13333333333333333
W000820,Mimi Walters,F,rep,CA,45,Republican,2017-01-03,2019-01-03,730,9,0.0
C001107,Carlos Curbelo,M,rep,FL,26,Republican,2017-01-03,2019-01-03,730,25,0.0
B001294,Rod Blum,M,rep,IA,1,Republican,2017-01-03,2019-01-03,730,13,0.07692307692307693
Y000066,David Young,M,rep,IA,3,Republican,2017-01-03,2019-01-03,730,19,0.05263157894736842
P000611,Bruce Poliquin,M,rep,ME,2,Republican,2017-01-03,2019-01-03,730,19,0.05263157894736842
B001293,Mike Bishop,M,rep,MI,8,Republican,2017-01-03,2019-01-03,730,24,0.0
T000475,Dave Trott,M,rep,MI,11,Republican,2017-01-03,2019-01-03,730,13,0.0
M001193,Tom MacArthur,M,rep,NJ,3,Republican,2017-01-03,2019-01-03,730,25,0.04
R000604,Steve Russell,M,rep,OK,5,Republican,2017-01-03,2019-01-03,730,22,0.09090909090909091
C001106,Ryan Costello,M,rep,PA,6,Republican,2017-01-03,2019-01-03,730,11,0.0
L000584,Mia Love,F,rep,UT,4,Republican,2017-01-03,2019-01-03,730,22,0.0
C001105,Barbara Comstock,F,rep,VA,10,Republican,2017-01-03,2019-01-03,730,25,0.16
D000625,Daniel Donovan,M,rep,NY,11,Republican,2017-01-03,2019-01-03,730,25,0.0
H001050,Colleen Hanabusa,F,rep,HI,1,Democrat,2017-01-03,2019-01-03,730,13,0.07692307692307693
S001170,Carol Shea-Porter,F,rep,NH,1,Democrat,2017-01-03,2019-01-03,730,20,0.0
L000587,Jason Lewis,M,rep,MN,2,Republican,2017-01-03,2019-01-03,730,10,0.0
K000390,Ruben Kihuen,M,rep,NV,4,Democrat,2017-01-03,2019-01-03,730,9,0.0
F000464,John Faso,M,rep,NY,19,Republican,2017-01-03,2019-01-03,730,25,0.08
T000478,Claudia Tenney,F,rep,NY,22,Republican,2017-01-03,2019-01-03,730,18,0.0
T000477,Scott Taylor,M,rep,VA,2,Republican,2017-01-03,2019-01-03,730,19,0.05263157894736842
G000580,Thomas Garrett,M,rep,VA,5,Republican,2017-01-03,2019-01-03,730,21,0.047619047619047616
H001078,Karen Handel,F,rep,GA,6,Republican,2017-06-26,2019-01-03,556,5,0.0
J000303,Brenda Jones,F,rep,MI,13,Democrat,2018-11-29,2019-01-03,35,2,0.0
M001179,Tom Marino,M,rep,PA,10,Republican,2017-01-03,2019-01-03,730,26,0.07692307692307693
J000255,Walter Jones,M,rep,NC,3,Republican,2017-01-03,2019-01-03,730,24,0.0
D000614,Sean Duffy,M,rep,WI,7,Republican,2017-01-03,2019-01-03,730,34,0.029411764705882353
C001092,Chris Collins,M,rep,NY,27,Republican,2017-01-03,2019-01-03,730,20,0.05
C000984,Elijah Cummings,M,rep,MD,7,Democrat,2017-01-03,2019-01-03,730,20,0.1
